web-scraper-order,web-scraper-start-url,containers_links,containers_links-href,type,prix,adresse,image_lien -src
"1752803552-93","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","20 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-de-qualite-963710","Chaussures Enfants","20 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1752803555-94","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-971814","Chaussures Enfants","7 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803557-95","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-originales-971817","Chaussures Enfants","7 000 CFA","Patte d'Oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1752803560-96","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","2 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petit-garcon-989555","Chaussures Enfants","2 500 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989555_uploaded_image1_1569454732.88.png"
"1752803563-97","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-989571","Chaussures Enfants","3 000 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989571_uploaded_image1_1569455169.87.png"
"1752803566-98","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-989597","Chaussures Enfants","3 000 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989597_uploaded_image1_1569455797.26.png"
"1752803569-99","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-989602","Chaussures Enfants","3 000 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989602_uploaded_image1_1569455878.5.png"
"1752803571-100","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-991150","Chaussures Enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803574-101","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","4 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-997786","Chaussures Enfants","4 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1752803576-102","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-997837","Chaussures Enfants","3 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1752803578-103","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","4 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-1025460","Chaussures Enfants","4 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg"
"1752803581-104","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","12 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1048681","Chaussures Enfants","12 500 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3128593_uploaded_image1_1621701550.jpg"
"1752803583-105","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-1056625","Chaussures Enfants","5 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg"
"1752803586-106","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1061846","Chaussures Enfants","8 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752803589-107","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1088264","Chaussures Enfants","5 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
"1752803591-108","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1107988","Chaussures Enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803593-109","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1131220","Chaussures Enfants","3 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803596-110","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1183496","Chaussures Enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803598-111","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1215779","Chaussures Enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg"
"1752803601-112","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-1243853","Chaussures Enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg"
"1752803603-113","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1257492","Chaussures Enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
"1752803606-114","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-1261223","Chaussures Enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5037805_uploaded_image1_1731321094.jpg"
"1752803608-115","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1270845","Chaussures Enfants","3 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1270845_uploaded_image1_1575041164.15.png"
"1752803610-116","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-classe-1271193","Chaussures Enfants","7 500 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4402279_uploaded_image1_1696422852.jpg"
"1752803614-117","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-1273021","Chaussures Enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803616-118","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","9 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-pour-fille-1352820","Chaussures Enfants","9 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1352820_uploaded_image1_1576580373.29.png"
"1752803618-119","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/coffrets-pour-enfants-1357961","Chaussures Enfants","6 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1357961_uploaded_image1_1576667812.04.png"
"1752803621-120","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","12 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-fille-1369049","Chaussures Enfants","12 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3247099_uploaded_image1_1627387079.jpg"
"1752803623-121","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","4 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-anti-derapantes-1381082","Chaussures Enfants","4 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1381082_uploaded_image1_1577115739.61.png"
"1752803626-122","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1388690","Chaussures Enfants","7 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
"1752803628-123","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1409266","Chaussures Enfants","10 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1409266_uploaded_image1_1577711646.42.png"
"1752803631-124","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1413364","Chaussures Enfants","Prix sur demande","Sicap-Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3777593_uploaded_image1_1657274825.jpg"
"1752803634-125","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-pour-enfants-1565794","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1565794_uploaded_image1_1580386215.45.png"
"1752803636-126","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","40 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-1566225","Chaussures Enfants","40 000 CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566247_uploaded_image1_1580391008.81.png"
"1752803639-127","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","40 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-6-1566247","Chaussures Enfants","40 000 CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566247_uploaded_image1_1580391008.81.png"
"1752803641-128","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1581540","Chaussures Enfants","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1752803644-129","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581543","Chaussures Enfants","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1752803646-130","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-1581547","Chaussures Enfants","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1752803649-131","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581551","Chaussures Enfants","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1752803651-132","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581553","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1752803654-133","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1607931","Chaussures Enfants","8 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
"1752803656-134","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612532","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1752803659-135","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612534","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1752803661-136","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612540","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1752803670-137","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612546","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1752803673-138","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-filles-1679922","Chaussures Enfants","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1679922_uploaded_image1_1582210105.85.png"
"1752803675-139","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1711436","Chaussures Enfants","10 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
"1752803678-140","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1739397","Chaussures Enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1752803680-141","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1828156","Chaussures Enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
