web-scraper-order,web-scraper-start-url,containers_links,containers_links-href,type,prix,adresse,image_lien -src
"1752803786-184","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","7 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2325327","Chaussures Enfants","7 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803789-185","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338242","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803791-186","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338432","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803793-187","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-2342498","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803796-188","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2347318","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803798-189","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2353584","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803801-190","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2355154","Chaussures Enfants","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752803803-191","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2355164","Chaussures Enfants","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803805-192","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2358522","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803808-193","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2358530","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803810-194","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2362995","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803812-195","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368592","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803815-196","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368597","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803817-197","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368631","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803820-198","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","2 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2370678","Chaussures Enfants","2 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1752803822-199","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","7 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2372034","Chaussures Enfants","7 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1752803825-200","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2373859","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803827-201","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2374657","Chaussures Enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803829-202","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384989","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803832-203","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384995","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803834-204","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2386398","Chaussures Enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803837-205","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2387223","Chaussures Enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752803839-206","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-enfants-2387260","Chaussures Enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2387260_uploaded_image1_1593777158.jpg"
"1752803842-207","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","9 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394779","Chaussures Enfants","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803844-208","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","9 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394784","Chaussures Enfants","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803847-209","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","9 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394785","Chaussures Enfants","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803849-210","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","9 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394786","Chaussures Enfants","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803851-211","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406756","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803854-212","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406856","Chaussures Enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803856-213","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2406863","Chaussures Enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803859-214","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2410519","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803861-215","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2413078","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803863-216","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-fille-o-1-mois-2415033","Chaussures Enfants","3 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1752803866-217","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","2 200CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420872","Chaussures Enfants","2 200 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803868-218","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","30 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420883","Chaussures Enfants","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803871-219","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2425191","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803874-220","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428820","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803882-221","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2428822","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803884-222","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428826","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803887-223","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428992","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803890-224","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2430002","Chaussures Enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg"
"1752803892-225","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","4 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2430991","Chaussures Enfants","4 500 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803895-226","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431710","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803897-227","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431711","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803900-228","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","12 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-filles-2439527","Chaussures Enfants","12 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2439527_uploaded_image1_1594751426.jpg"
"1752803902-229","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443093","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803905-230","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443671","Chaussures Enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752803907-231","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","5 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2443709","Chaussures Enfants","5 500 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752803910-232","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443725","Chaussures Enfants","6 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752803913-233","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","4 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444525","Chaussures Enfants","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803917-234","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444887","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803919-235","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2447627","Chaussures Enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1752803922-236","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2452832","Chaussures Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803925-237","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2456502","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803927-238","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2460595","Chaussures Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803929-239","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2460623","Chaussures Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803932-240","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472283","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803934-241","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472298","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803937-242","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472307","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803939-243","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476339","Chaussures Enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803942-244","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","7 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476350","Chaussures Enfants","7 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803944-245","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","8 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2477046","Chaussures Enfants","8 500 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1752803947-246","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480204","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803949-247","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480205","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803952-248","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-2481675","Chaussures Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1752803954-249","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484004","Chaussures Enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803957-250","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","7 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484015","Chaussures Enfants","7 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803959-251","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484019","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803962-252","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484023","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803964-253","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2486553","Chaussures Enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803966-254","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-air-max-2526613","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2526613_uploaded_image1_1596969629.jpg"
"1752803969-255","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2530121","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1752803971-256","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2543182","Chaussures Enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752803974-257","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2584194","Chaussures Enfants","8 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg"
"1752803977-258","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2594069","Chaussures Enfants","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4422835_uploaded_image1_1697766757.jpg"
"1752803979-259","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2601784","Chaussures Enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803982-260","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2606174","Chaussures Enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803984-261","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2612829","Chaussures Enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752803987-262","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621830","Chaussures Enfants","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803989-263","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621836","Chaussures Enfants","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803992-264","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621842","Chaussures Enfants","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752803994-265","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2621850","Chaussures Enfants","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752803996-266","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2621852","Chaussures Enfants","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752803999-267","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2621862","Chaussures Enfants","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752804001-268","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2623386","Chaussures Enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752804004-269","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2629141","Chaussures Enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752804007-270","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2642974","Chaussures Enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
